uf20-01 n logn infinity n 0.003818167000005701 0 -1 -2 3 -4 -5 -6 -7 -8 9 -10 11 -12 13 14 -15 -16 17 -18 -19 20
uf20-01 nlogn logn infinity n 0.015024045999993518 45527 -1 -2 3 -4 -5 6 7 -8 9 10 11 12 -13 14 -15 16 17 -18 19 -20
uf20-01 nn logn infinity n 0.06631340399999885 54018 1 2 -3 -4 -5 6 7 -8 9 10 11 12 -13 14 -15 16 17 -18 19 20
uf20-01 nnn logn infinity n 1.237856249999993 78800 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-010 n logn infinity n 0.0037692440000114402 0 -1 2 3 -4 -5 6 7 -8 9 10 -11 12 13 14 -15 16 -17 -18 -19 20
uf20-010 nlogn logn infinity n 0.014396834999999442 43316 -1 2 3 4 -5 6 7 8 -9 10 11 12 13 14 15 16 -17 -18 -19 20
uf20-010 nn logn infinity n 0.0645486930000061 46363 -1 2 3 4 5 6 7 8 -9 10 -11 12 13 14 15 16 -17 -18 19 20
uf20-010 nnn logn infinity n 1.1453209560000062 57027 -1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 -17 -18 19 20
uf20-0100 n logn infinity n 0.0029061729999995123 0 -1 -2 3 4 -5 6 -7 -8 9 10 11 12 13 -14 15 16 -17 18 19 20
uf20-0100 nlogn logn infinity n 0.01273281699999984 0 1 -2 3 -4 -5 -6 -7 -8 9 -10 11 12 13 14 15 16 -17 18 19 20
uf20-0100 nn logn infinity n 0.05688971200000026 53409 1 -2 3 4 5 -6 -7 8 9 10 11 12 13 -14 15 16 -17 -18 19 20
uf20-0100 nnn logn infinity n 1.096673120999995 60058 -1 2 3 4 5 6 -7 8 9 10 -11 -12 13 14 15 -16 17 -18 19 20
uf20-01000 n logn infinity n 0.0029342690000078164 35594 -1 -2 -3 4 5 -6 7 -8 9 -10 -11 -12 -13 -14 -15 16 17 -18 19 -20
uf20-01000 nlogn logn infinity n 0.012670515000010596 40454 -1 -2 -3 4 5 -6 7 8 9 -10 -11 -12 -13 -14 -15 16 17 -18 19 -20
uf20-01000 nn logn infinity n 0.05810729800001013 52241 -1 2 3 4 5 6 7 8 9 10 -11 12 13 14 -15 -16 -17 -18 19 -20
uf20-01000 nnn logn infinity n 1.167390563000012 57881 -1 2 3 4 5 6 7 8 9 10 -11 12 13 14 -15 -16 -17 18 19 -20
uf20-0101 n logn infinity n 0.0033066129999923533 0 -1 2 3 -4 -5 -6 7 8 -9 -10 11 -12 13 -14 -15 -16 17 -18 -19 -20
uf20-0101 nlogn logn infinity n 0.01328864500000293 0 -1 2 3 -4 -5 6 7 8 -9 -10 11 12 -13 14 -15 -16 17 -18 19 -20
uf20-0101 nn logn infinity n 0.059800663000004306 55044 1 -2 3 4 -5 6 -7 8 -9 10 11 12 -13 14 15 16 17 -18 19 20
uf20-0101 nnn logn infinity n 1.2180860560000042 68463 1 2 3 -4 -5 6 -7 8 9 10 11 12 13 14 15 -16 17 -18 19 20
uf20-0102 n logn infinity n 0.0029170179999908896 0 -1 2 -3 -4 -5 -6 7 -8 -9 -10 11 -12 -13 -14 -15 -16 -17 18 -19 -20
