uf20-01 n logn infinity n 0.002704280000003223 0 -1 2 -3 4 -5 6 -7 8 -9 10 -11 12 13 -14 15 -16 17 -18 19 20
uf20-01 nlogn logn infinity n 0.014054141000002573 1193 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 -16 17 -18 19 20
uf20-01 nn logn infinity n 0.05900407599999369 1574 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 nnn logn infinity n 1.1024831990000052 1574 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-010 n logn infinity n 0.0029310529999975188 0 -1 2 -3 -4 -5 6 7 8 -9 -10 11 12 13 14 15 -16 -17 18 -19 20
uf20-010 nlogn logn infinity n 0.013255568000005269 922 -1 -2 3 -4 5 6 7 8 9 10 11 12 13 14 15 16 -17 -18 19 20
uf20-010 nn logn infinity n 0.054885948000006124 1067 -1 2 -3 4 5 6 7 8 9 10 11 12 13 14 15 16 -17 -18 19 20
uf20-010 nnn logn infinity n 1.0907240960000024 1141 -1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 -17 -18 19 20
uf20-0100 n logn infinity n 0.0029777630000040745 0 -1 -2 3 -4 -5 -6 -7 8 -9 10 -11 12 13 -14 15 -16 -17 -18 -19 20
uf20-0100 nlogn logn infinity n 0.01329333800001109 1065 1 2 3 -4 5 -6 -7 8 9 -10 11 12 13 14 15 16 -17 -18 19 20
uf20-0100 nn logn infinity n 0.057613412000009134 1092 1 2 3 4 -5 -6 -7 8 9 -10 11 12 13 14 15 16 -17 -18 19 20
uf20-0100 nnn logn infinity n 1.0952558900000042 1201 -1 2 3 4 5 6 -7 8 9 10 -11 -12 13 14 15 -16 17 -18 19 20
uf20-01000 n logn infinity n 0.0028768969999930505 0 -1 -2 -3 4 5 -6 7 8 -9 -10 -11 12 -13 -14 -15 16 -17 18 19 -20
uf20-01000 nlogn logn infinity n 0.01272208999999691 660 -1 -2 3 -4 5 -6 -7 8 9 10 -11 12 13 14 -15 -16 -17 18 19 -20
uf20-01000 nn logn infinity n 0.05820989400000087 1061 -1 2 3 4 5 6 7 -8 9 10 -11 12 13 14 -15 -16 -17 18 19 -20
uf20-01000 nnn logn infinity n 1.1163081409999904 1107 -1 -2 3 4 5 6 7 8 9 10 -11 12 13 14 15 -16 -17 -18 19 -20
uf20-0101 n logn infinity n 0.0028841670000048225 0 -1 -2 3 4 -5 6 -7 8 -9 -10 11 12 -13 14 -15 16 17 18 19 20
uf20-0101 nlogn logn infinity n 0.012680237000012085 1116 1 2 3 4 -5 6 -7 8 -9 10 11 -12 -13 14 -15 16 17 18 19 20
uf20-0101 nn logn infinity n 0.0573683500000044 1165 1 2 3 -4 -5 6 -7 8 9 10 11 12 -13 14 15 -16 17 -18 19 20
uf20-0101 nnn logn infinity n 1.1039110430000107 1263 1 2 3 4 -5 6 -7 8 -9 10 11 -12 -13 14 15 16 17 18 19 20
