uf20-01 n all n 0 0.0019952149999999946 0 -1 2 3 -4 -5 6 -7 8 -9 -10 11 12 13 14 -15 16 17 -18 19 -20
uf20-01 nlogn all n 0 0.00989039100000011 0 -1 2 3 4 -5 6 -7 8 -9 -10 11 12 -13 14 -15 -16 17 -18 -19 -20
uf20-01 nn all n 0 0.040003997999999985 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 nnn all n 0 0.7406763070000002 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 n all n 1 0.0018204569999999975 0 1 -2 -3 4 -5 6 -7 8 9 -10 -11 -12 -13 14 15 -16 17 18 -19 20
uf20-01 nlogn all n 1 0.00800223599999983 4269 1 -2 -3 4 -5 6 -7 8 9 10 -11 -12 13 14 15 -16 17 -18 -19 20
uf20-01 nn all n 1 0.036225556000000214 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 nnn all n 1 0.7260870609999999 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 n all n n 0.0018724020000000507 0 1 2 -3 4 -5 -6 7 -8 -9 -10 11 12 -13 -14 15 -16 -17 -18 19 20
uf20-01 nlogn all n n 0.00812812999999979 0 1 2 -3 4 -5 -6 7 -8 -9 10 11 12 -13 -14 -15 -16 17 -18 19 20
uf20-01 nn all n n 0.036797817000000066 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 nnn all n n 0.7325585699999997 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 n all nlogn 0 0.0018146290000000675 0 1 2 3 4 -5 -6 7 -8 -9 -10 11 12 13 14 15 -16 17 -18 -19 20
uf20-01 nlogn all nlogn 0 0.007880150000000086 5339 1 2 3 4 -5 6 7 -8 -9 10 11 12 -13 14 -15 -16 17 -18 -19 20
uf20-01 nn all nlogn 0 0.034634309999999946 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 nnn all nlogn 0 0.6799631199999996 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 n all nlogn 1 0.0018439109999999204 0 -1 -2 -3 4 -5 -6 7 -8 9 10 11 -12 -13 -14 -15 -16 -17 -18 19 -20
uf20-01 nlogn all nlogn 1 0.007858420000000699 4655 1 -2 -3 4 -5 -6 7 -8 9 10 11 12 -13 14 -15 -16 17 -18 19 -20
uf20-01 nn all nlogn 1 0.034532390000000746 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 nnn all nlogn 1 0.6816369770000001 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 n all nlogn n 0.00186034400000068 0 1 -2 -3 -4 -5 -6 -7 -8 9 10 11 -12 -13 -14 -15 -16 17 18 19 -20
uf20-01 nlogn all nlogn n 0.007909523000000362 4327 1 -2 -3 4 -5 -6 -7 -8 9 10 11 12 -13 -14 -15 -16 17 -18 19 20
uf20-01 nn all nlogn n 0.03499057100000069 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 nnn all nlogn n 0.6972807489999999 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 n all nn 0 0.0018616350000000281 0 1 2 3 4 -5 6 7 8 9 10 -11 12 -13 -14 15 -16 -17 -18 -19 -20
uf20-01 nlogn all nn 0 0.007854136999999817 4897 1 -2 3 4 -5 6 7 8 9 10 -11 12 -13 -14 -15 -16 17 -18 -19 20
uf20-01 nn all nn 0 0.03420994499999974 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 nnn all nn 0 0.64377117 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 n all nn 1 0.001859701999999963 0 -1 -2 3 4 5 -6 -7 -8 9 -10 -11 -12 13 -14 -15 -16 17 -18 -19 20
uf20-01 nlogn all nn 1 0.007657821999999648 3530 1 -2 3 4 -5 -6 -7 -8 9 10 -11 -12 13 -14 -15 -16 17 -18 -19 20
uf20-01 nn all nn 1 0.034437649000000015 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 nnn all nn 1 0.6492463769999999 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 n all nn n 0.0018613250000001358 0 1 2 -3 4 5 -6 7 8 -9 -10 11 12 13 14 -15 -16 17 -18 -19 20
uf20-01 nlogn all nn n 0.007859709999999964 5223 1 2 -3 4 -5 6 7 8 -9 10 11 12 -13 14 -15 -16 17 -18 -19 20
uf20-01 nn all nn n 0.034710200000000135 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 nnn all nn n 0.6823672940000005 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 n all infinity 0 0.0018875559999997904 0 1 -2 -3 -4 5 -6 7 -8 9 10 -11 -12 13 -14 -15 16 -17 -18 -19 20
uf20-01 nlogn all infinity 0 0.00788172900000017 2726 1 -2 -3 -4 -5 -6 -7 -8 9 10 -11 -12 13 -14 -15 -16 17 -18 -19 20
uf20-01 nn all infinity 0 0.034875856000000205 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
uf20-01 nnn all infinity 0 0.6055667940000005 6403 1 2 3 4 -5 6 7 8 9 10 11 12 -13 14 -15 16 17 18 19 20
