uf50-012 n logn infinity n 0.007576786999948126 0 -1 -2 -3 4 5 6 7 8 -9 10 -11 12 -13 -14 -15 16 17 18 19 20 21 22 23 24 -25 -26 -27 -28 -29 30 31 32 -33 34 -35 -36 37 38 -39 -40 -41 42 -43 -44 45 -46 47 48 -49 -50
uf50-012 nlogn logn infinity n 0.04071251199991366 0 1 -2 -3 4 5 -6 -7 -8 9 -10 -11 -12 13 -14 15 16 17 18 19 -20 21 -22 23 24 -25 -26 -27 28 -29 30 31 -32 33 34 35 -36 37 38 -39 40 -41 42 -43 -44 45 -46 -47 48 -49 -50
uf50-012 nn logn infinity n 0.36176568099995166 152662 1 2 3 4 5 -6 -7 -8 9 -10 -11 12 13 -14 15 16 17 -18 -19 20 21 22 -23 24 -25 -26 -27 -28 29 -30 31 32 33 34 35 -36 37 38 -39 40 -41 42 -43 -44 45 46 47 48 49 50
uf50-012 nnn logn infinity n 18.160808542999916 162150 1 2 3 -4 5 -6 -7 -8 9 -10 11 12 13 -14 15 16 17 -18 19 20 21 22 23 24 -25 -26 -27 -28 29 30 31 32 33 34 35 -36 37 38 -39 40 -41 42 -43 -44 45 46 47 48 49 50
uf50-0123 n logn infinity n 0.00743812700000035 0 1 -2 -3 4 -5 -6 7 8 -9 -10 11 12 13 -14 15 -16 -17 -18 -19 20 -21 22 23 -24 -25 26 27 28 -29 30 -31 32 -33 34 35 36 -37 38 39 40 41 42 -43 44 45 -46 -47 -48 -49 -50
uf50-0123 nlogn logn infinity n 0.041598756999974285 0 1 2 -3 -4 -5 -6 7 8 -9 10 -11 -12 13 -14 15 -16 -17 -18 -19 20 -21 22 -23 -24 25 26 -27 28 29 -30 -31 32 33 34 35 -36 37 38 39 40 -41 42 43 -44 45 46 47 -48 -49 50
uf50-0123 nn logn infinity n 0.3663581299999805 137808 1 2 -3 4 -5 -6 -7 8 -9 10 -11 12 13 -14 15 -16 -17 -18 -19 -20 21 22 23 24 25 26 -27 28 29 30 31 32 -33 -34 -35 -36 37 38 39 40 -41 42 43 -44 45 46 47 -48 -49 50
uf50-0123 nnn logn infinity n 18.409714671000074 143016 1 2 -3 4 5 -6 -7 8 9 10 11 -12 13 -14 15 -16 -17 -18 -19 -20 21 22 23 24 25 26 -27 28 29 30 31 32 -33 -34 -35 -36 37 38 39 40 -41 42 43 -44 45 46 47 -48 -49 50
uf50-0133 n logn infinity n 0.008445634999930007 0 1 2 -3 4 5 -6 7 8 -9 -10 11 12 13 -14 15 -16 -17 -18 19 20 -21 22 -23 24 -25 26 -27 28 -29 -30 -31 32 -33 -34 -35 -36 37 -38 -39 -40 -41 42 43 -44 -45 -46 -47 48 -49 -50
uf50-0133 nlogn logn infinity n 0.04597559799992723 0 1 -2 -3 4 5 -6 7 -8 -9 -10 11 12 13 -14 15 16 -17 18 19 20 -21 22 23 -24 -25 26 27 28 -29 30 -31 32 33 34 35 36 37 38 -39 -40 -41 -42 43 -44 45 46 47 48 -49 -50
uf50-0133 nn logn infinity n 0.39099611199992523 148321 -1 -2 -3 4 5 -6 7 8 9 -10 11 12 13 -14 -15 16 17 18 19 -20 21 22 23 -24 25 26 27 28 -29 -30 -31 32 -33 34 35 36 37 38 39 -40 -41 42 43 -44 -45 -46 -47 48 -49 50
uf50-0133 nnn logn infinity n 18.34335978599995 157990 1 -2 -3 4 5 -6 7 8 9 -10 11 12 13 -14 15 16 17 18 19 -20 21 22 23 -24 -25 26 27 28 -29 -30 -31 32 -33 34 35 36 37 38 39 -40 -41 42 43 -44 45 46 -47 48 -49 50
uf50-0139 n logn infinity n 0.00829387900000711 0 1 -2 -3 -4 -5 -6 -7 8 -9 10 -11 -12 -13 14 15 -16 -17 18 -19 20 -21 -22 23 -24 -25 26 -27 28 -29 30 31 32 -33 -34 35 -36 -37 -38 -39 -40 41 -42 -43 44 -45 46 -47 48 49 50
uf50-0139 nlogn logn infinity n 0.044387208000102873 0 1 -2 3 -4 -5 6 7 8 9 10 -11 -12 -13 -14 -15 -16 -17 18 -19 20 -21 22 -23 -24 25 26 -27 28 -29 30 31 32 33 -34 35 36 37 -38 39 -40 41 -42 43 44 45 46 -47 48 49 50
uf50-0139 nn logn infinity n 0.376574883000103 167259 -1 -2 3 -4 -5 6 7 -8 9 10 -11 12 -13 14 15 -16 -17 18 -19 20 -21 22 23 -24 -25 26 27 28 -29 30 31 32 33 34 35 36 37 38 39 -40 41 -42 43 44 45 46 47 48 49 50
uf50-0139 nnn logn infinity n 17.74997812400011 173525 -1 -2 3 4 -5 6 7 8 9 10 -11 12 13 14 15 -16 -17 18 -19 20 -21 22 23 24 -25 26 27 28 -29 30 31 32 33 34 35 36 37 -38 39 -40 41 42 43 44 -45 46 47 48 49 50
uf50-024 n logn infinity n 0.007298732999970525 0 -1 2 3 -4 5 -6 7 -8 -9 10 -11 12 13 -14 15 16 17 18 19 20 21 22 23 -24 25 -26 -27 28 29 -30 31 -32 -33 34 35 -36 -37 38 -39 -40 41 -42 -43 -44 45 46 -47 -48 -49 -50
uf50-024 nlogn logn infinity n 0.039886643000045297 0 1 -2 3 4 5 -6 7 -8 -9 -10 11 12 13 -14 15 -16 17 -18 -19 20 21 22 23 -24 25 26 27 28 -29 30 31 32 -33 34 -35 -36 -37 38 -39 -40 -41 42 43 44 45 46 47 -48 49 -50
uf50-024 nn logn infinity n 0.34893598500002554 62096 1 2 3 4 5 -6 7 8 -9 -10 11 12 13 -14 15 -16 17 18 19 20 21 -22 -23 24 25 26 27 -28 -29 30 31 32 33 34 -35 -36 37 38 -39 -40 -41 42 43 44 -45 46 47 -48 49 50
uf50-024 nnn logn infinity n 17.412072912999975 63587 1 2 3 4 5 -6 7 8 -9 -10 11 12 13 14 15 -16 17 -18 19 20 21 -22 -23 24 25 26 27 28 29 30 31 32 -33 34 -35 36 37 38 -39 -40 -41 42 43 44 -45 46 47 -48 -49 50
uf50-0241 n logn infinity n 0.007137317999990955 0 -1 -2 -3 -4 -5 6 7 -8 9 10 -11 -12 13 14 -15 16 17 18 19 -20 -21 -22 -23 -24 -25 26 -27 -28 -29 30 31 -32 -33 34 -35 -36 37 38 39 -40 41 42 43 44 45 46 47 -48 49 -50
uf50-0241 nlogn logn infinity n 0.03937658300003477 0 1 -2 -3 4 -5 -6 -7 -8 -9 10 11 -12 13 -14 -15 16 17 18 -19 -20 -21 -22 -23 24 25 26 -27 -28 -29 -30 31 -32 -33 34 35 -36 37 38 39 -40 -41 42 43 44 45 46 47 48 -49 -50
uf50-0241 nn logn infinity n 0.3499121260000493 59629 1 2 3 4 -5 -6 7 8 -9 10 11 12 -13 14 15 16 17 18 19 -20 -21 -22 -23 -24 25 -26 27 28 29 -30 -31 32 33 34 35 -36 37 38 39 -40 -41 -42 43 44 -45 46 47 48 49 -50
uf50-0241 nnn logn infinity n 17.53221836499995 62340 1 2 3 4 -5 -6 -7 8 -9 10 11 12 13 14 15 -16 17 18 19 -20 -21 -22 -23 24 25 26 27 28 29 -30 -31 32 33 34 35 -36 37 38 39 -40 41 42 43 44 -45 46 47 48 49 -50
uf50-0274 n logn infinity n 0.00884397100003298 0 -1 -2 -3 -4 5 6 -7 8 -9 -10 11 12 -13 14 -15 16 17 18 19 -20 21 -22 23 -24 25 26 -27 28 -29 -30 -31 -32 33 34 35 36 -37 38 -39 -40 -41 -42 43 44 -45 -46 -47 -48 -49 50
uf50-0274 nlogn logn infinity n 0.04934176500000831 0 1 -2 3 -4 5 6 -7 8 -9 10 -11 12 -13 14 -15 16 -17 -18 19 20 21 -22 23 24 25 -26 27 28 -29 -30 -31 32 33 -34 35 36 37 38 -39 40 41 42 43 -44 -45 46 -47 48 -49 50
uf50-0274 nn logn infinity n 0.4193434569999681 57606 1 -2 -3 -4 5 6 -7 -8 -9 10 -11 12 -13 14 15 16 -17 18 19 20 -21 -22 23 24 25 26 27 28 -29 -30 -31 32 33 -34 35 36 37 -38 -39 40 -41 42 43 -44 45 46 -47 48 49 50
uf50-0274 nnn logn infinity n 18.296132170999954 65615 1 -2 3 -4 5 6 -7 8 -9 10 -11 12 -13 14 15 16 17 18 19 20 -21 -22 23 24 25 26 27 28 -29 30 -31 32 33 -34 35 36 37 -38 -39 40 41 42 43 44 45 46 -47 48 49 50
uf50-036 n logn infinity n 0.0073713909999924 0 -1 -2 -3 -4 -5 -6 -7 8 -9 10 -11 12 13 -14 -15 16 -17 -18 -19 -20 21 22 -23 -24 -25 26 -27 -28 29 30 31 -32 33 34 -35 -36 37 -38 -39 40 41 42 -43 44 45 46 -47 48 -49 -50
uf50-036 nlogn logn infinity n 0.041208191999999144 47658 -1 2 3 -4 5 -6 -7 8 -9 10 -11 12 13 14 -15 16 17 18 -19 -20 21 -22 23 24 -25 -26 -27 -28 29 30 -31 -32 33 34 35 36 37 38 -39 40 -41 -42 43 -44 45 -46 -47 48 -49 50
uf50-036 nn logn infinity n 0.360921425000015 58474 1 2 3 -4 5 -6 -7 8 -9 10 -11 -12 13 14 15 16 -17 18 19 -20 21 22 23 24 -25 26 27 -28 29 30 31 -32 -33 34 35 -36 -37 38 39 40 -41 -42 43 44 45 46 -47 48 -49 -50
uf50-036 nnn logn infinity n 18.650804679999965 59880 1 2 3 -4 5 6 -7 8 -9 10 -11 -12 13 14 15 16 -17 18 19 -20 21 22 23 24 -25 26 -27 -28 29 30 31 -32 -33 34 35 36 -37 38 39 40 -41 42 43 44 45 46 -47 48 -49 -50
uf50-0369 n logn infinity n 0.007535142999927302 0 1 2 3 -4 -5 6 -7 -8 9 -10 -11 12 -13 -14 -15 16 -17 -18 19 20 -21 -22 -23 -24 -25 26 27 -28 -29 30 31 32 33 -34 -35 36 -37 38 39 40 41 42 43 44 45 46 -47 48 -49 -50
uf50-0369 nlogn logn infinity n 0.04136024000001726 0 1 -2 -3 -4 -5 6 7 -8 9 -10 11 -12 13 -14 15 -16 -17 18 -19 20 21 22 23 24 -25 26 27 28 -29 30 -31 32 33 34 -35 -36 -37 38 39 40 -41 42 43 44 -45 46 -47 48 -49 -50
uf50-0369 nn logn infinity n 0.35999013899993315 46906 1 -2 3 4 -5 6 7 8 9 10 11 -12 -13 -14 -15 -16 -17 18 -19 -20 21 -22 -23 24 -25 26 -27 -28 29 -30 31 32 33 -34 -35 -36 -37 -38 39 -40 41 42 43 44 45 46 -47 48 -49 50
uf50-0369 nnn logn infinity n 18.31060207099995 50782 1 -2 3 4 5 6 7 8 9 10 11 -12 -13 -14 -15 -16 17 18 -19 -20 21 -22 23 24 25 26 -27 -28 29 -30 31 -32 33 -34 -35 -36 -37 -38 39 40 41 42 43 44 45 46 -47 48 -49 -50
