wuf50-01 25.594157090999943
wuf50-010 25.695581084999958
wuf50-0100 25.73753780199968
wuf50-01000 25.095751308000217
wuf50-0101 25.71341732100018
wuf50-0102 25.382211210999685
wuf50-0103 25.56742982500009
wuf50-0104 25.01681675100008
wuf50-0105 25.626404784999977
wuf50-0106 25.697308203999455
wuf50-0107 24.789210914999785
wuf50-0108 25.495167785000376
wuf50-0109 25.768454957999893
wuf50-011 24.435757606000152
wuf50-0110 25.42840685400006
wuf50-0111 24.858480677000443
wuf50-0112 25.39282864099914
wuf50-0113 24.639552523999555
wuf50-0114 25.542854922000515
wuf50-0115 25.597118423999746
wuf50-0116 24.80167242100015
wuf50-0117 24.476644273000602
wuf50-0118 25.683039362000272
wuf50-0119 25.35160793599971
wuf50-012 24.490217104000294
wuf50-0120 25.488193844000307
wuf50-0121 25.812568034999458
wuf50-0122 26.09512809900025
wuf50-0123 25.635565193999355
wuf50-0124 25.603974452999864
wuf50-0125 24.486344061000636
wuf50-0126 25.77345272599996
wuf50-0127 25.831173489999856
wuf50-0128 25.656682628999988
wuf50-0129 25.609712795000632
wuf50-013 25.79846669300059
wuf50-0130 25.691976118999264
wuf50-0131 25.79894167400016
wuf50-0132 24.49134770799992
wuf50-0133 25.443828585999654
wuf50-0134 25.487228723000044
wuf50-0135 25.723361822999323
wuf50-0136 25.638259647999803
wuf50-0137 25.221764926000105
wuf50-0138 25.620052012999622
wuf50-0139 25.47160567699939
wuf50-014 24.846793411000363
wuf50-0140 25.460008109000228
wuf50-0141 25.665554563000114
wuf50-0142 25.600662224999724
wuf50-0143 25.508931895999922
wuf50-0144 24.79178906299967
wuf50-0145 25.484173341000314
wuf50-0146 25.51511928200034
wuf50-0147 25.608137942000212
wuf50-0148 25.561453783000616
wuf50-0149 25.847430011999677
wuf50-015 25.541255358000853
wuf50-0150 25.486804670999845
wuf50-0151 25.032115810000505
wuf50-0152 25.36954727400007
wuf50-0153 25.57132714099953
wuf50-0154 25.569136093999987
wuf50-0155 25.444510925999566
wuf50-0156 24.729898129000503
wuf50-0157 24.690892929000256
wuf50-0158 24.886816574000477
wuf50-0159 25.26231985100003
wuf50-016 25.170180375999735
wuf50-0160 25.856884581000486
wuf50-0161 25.960243518000425
wuf50-0162 25.320870403999834
wuf50-0163 25.647696717000144
wuf50-0164 25.719981387999724
wuf50-0165 25.60290064000037
wuf50-0166 25.749131003999537
wuf50-0167 25.69920569900023
wuf50-0168 25.646228059999885
wuf50-0169 25.513287398000102
wuf50-017 25.18152056999952
wuf50-0170 25.692188267000347
wuf50-0171 25.123437623000427
wuf50-0172 24.949516702000437
wuf50-0173 25.53555427699939
wuf50-0174 25.547425851999833
wuf50-0175 25.160449728999993
wuf50-0176 24.898742735999804
wuf50-0177 24.65672766699936
wuf50-0178 25.857931413999722
wuf50-0179 24.701499408999553
wuf50-018 25.70109537099961
wuf50-0180 25.91688398199949
wuf50-0181 25.026033360999463
wuf50-0182 25.529365149000114
wuf50-0183 25.337387184000363
wuf50-0184 25.805294280000453
wuf50-0185 25.829052533999857
wuf50-0186 25.61989251600062
wuf50-0187 24.817108914000528
wuf50-0188 25.619463594999615
