uf50-012 n all n 0 0.005478605999996944 0 -1 2 3 4 5 6 7 -8 -9 -10 11 -12 13 -14 15 16 17 18 -19 -20 -21 22 23 24 -25 -26 27 28 29 30 31 -32 -33 -34 35 36 37 -38 -39 -40 -41 42 -43 44 45 -46 47 -48 49 50
uf50-012 nlogn all n 0 0.03130495300001712 0 -1 2 3 4 5 6 7 -8 9 -10 11 -12 -13 -14 15 16 17 18 -19 -20 21 22 23 24 -25 -26 27 28 29 30 31 -32 -33 -34 35 -36 37 -38 -39 40 -41 42 -43 44 45 -46 47 -48 49 50
uf50-012 nn all n 0 0.27122248099999524 0 1 2 3 4 5 -6 -7 -8 9 -10 11 -12 -13 -14 15 16 17 18 -19 -20 21 22 23 24 -25 -26 -27 28 29 30 31 32 33 34 -35 -36 37 -38 -39 40 -41 42 -43 44 45 -46 47 -48 49 50
uf50-012 nnn all n 0 13.77434052600006 0 1 2 3 4 5 -6 -7 -8 9 -10 11 -12 -13 -14 15 16 17 18 -19 -20 21 22 23 24 -25 -26 -27 28 29 30 31 32 33 34 -35 -36 37 -38 -39 40 -41 42 -43 44 45 -46 47 -48 49 50
uf50-012 n all n 1 0.005665532999955758 0 1 2 -3 4 5 6 -7 8 9 -10 -11 12 -13 -14 15 -16 17 -18 -19 20 21 -22 23 24 -25 -26 -27 -28 -29 30 31 32 -33 34 -35 36 -37 38 39 -40 41 42 43 -44 -45 46 -47 48 49 -50
uf50-012 nlogn all n 1 0.03144527900008143 0 1 2 -3 4 5 -6 -7 8 9 -10 -11 12 -13 -14 15 -16 17 -18 19 20 21 -22 23 24 -25 -26 -27 -28 -29 30 31 32 33 34 -35 -36 -37 38 39 -40 41 42 43 -44 -45 -46 -47 48 49 -50
uf50-012 nn all n 1 0.2768939710001632 0 1 2 -3 4 5 -6 7 8 9 -10 -11 12 -13 -14 15 -16 17 -18 19 20 21 -22 23 24 -25 -26 -27 -28 -29 30 31 -32 33 34 -35 -36 37 -38 39 -40 41 42 43 44 45 -46 -47 -48 49 -50
uf50-012 nnn all n 1 13.790191914000161 0 1 2 -3 4 5 -6 7 8 9 -10 -11 12 -13 -14 15 -16 17 -18 19 20 21 -22 23 24 -25 -26 -27 -28 -29 30 31 -32 33 34 -35 -36 37 -38 39 -40 41 42 43 44 45 -46 -47 -48 49 -50
uf50-012 n all n n 0.005667286999823773 0 1 -2 3 4 5 -6 7 -8 9 -10 -11 12 13 -14 -15 -16 -17 -18 -19 -20 21 22 -23 24 25 -26 27 -28 -29 -30 -31 32 33 -34 -35 36 37 -38 39 -40 41 -42 -43 -44 45 -46 -47 48 49 -50
uf50-012 nlogn all n n 0.03154277599992383 0 1 -2 3 4 5 -6 7 -8 9 -10 -11 12 13 -14 -15 -16 -17 -18 -19 -20 21 22 -23 24 -25 -26 -27 -28 -29 -30 -31 32 33 -34 -35 -36 37 -38 39 -40 41 42 -43 -44 45 -46 -47 48 49 50
uf50-012 nn all n n 0.27822842999989916 0 1 -2 3 4 -5 -6 7 -8 9 -10 -11 12 -13 -14 -15 -16 -17 -18 -19 -20 21 22 -23 24 -25 -26 -27 -28 -29 -30 31 32 33 34 -35 -36 37 -38 39 -40 -41 42 -43 -44 45 -46 -47 48 49 50
uf50-012 nnn all n n 14.280320521000021 15382 1 2 3 4 5 -6 -7 -8 9 -10 11 12 -13 -14 15 -16 17 -18 19 20 21 22 -23 24 -25 26 -27 -28 29 30 31 32 33 34 35 -36 37 38 39 40 -41 42 -43 -44 45 46 47 48 -49 50
uf50-012 n all nlogn 0 0.0057006649999493675 0 -1 -2 -3 -4 5 6 -7 -8 9 10 11 12 -13 -14 -15 16 17 -18 -19 -20 21 -22 23 24 25 -26 -27 28 -29 30 31 32 33 -34 35 36 37 38 39 40 41 -42 -43 -44 45 46 47 48 49 -50
uf50-012 nlogn all nlogn 0 0.031545637999897735 0 -1 -2 -3 -4 5 6 -7 -8 9 10 11 12 -13 -14 -15 16 17 -18 -19 -20 21 -22 23 24 -25 -26 -27 -28 29 30 31 32 33 -34 35 -36 37 38 39 40 41 -42 -43 -44 45 46 47 -48 49 -50
uf50-012 nn all nlogn 0 0.27388435499983643 0 -1 -2 -3 -4 5 -6 7 -8 9 10 11 12 -13 14 15 16 17 -18 -19 -20 -21 -22 23 24 -25 -26 -27 28 29 30 31 32 33 34 35 -36 37 38 39 40 41 42 -43 -44 -45 -46 47 -48 49 50
uf50-012 nnn all nlogn 0 13.464212570999962 0 -1 -2 -3 -4 5 -6 7 -8 9 10 11 12 -13 14 15 16 17 -18 -19 -20 -21 -22 23 24 -25 -26 -27 28 29 30 31 32 33 34 35 -36 37 38 39 40 41 42 -43 -44 -45 -46 47 -48 49 50
uf50-012 n all nlogn 1 0.0054879009999240225 0 1 2 3 -4 -5 -6 -7 -8 -9 -10 11 12 -13 -14 15 -16 -17 18 19 -20 21 -22 -23 -24 -25 26 -27 28 -29 -30 -31 -32 33 -34 35 -36 37 38 39 -40 41 42 -43 -44 -45 -46 -47 -48 -49 50
uf50-012 nlogn all nlogn 1 0.030140755000047648 0 1 2 3 -4 -5 -6 -7 -8 9 -10 11 12 -13 -14 15 -16 -17 18 19 -20 21 -22 -23 -24 -25 26 -27 28 -29 -30 -31 32 33 -34 35 -36 37 38 39 -40 -41 42 -43 -44 45 46 -47 -48 -49 50
