uf20-0418 0 0 51 52 -1 -2 -3 -4 5 6 7 8 9 10 -11 12 13 -14 15 -16 17 18 19 20
uf20-0423 0 59 61 61 -1 2 -3 -4 5 6 7 8 -9 10 11 12 13 14 15 16 -17 -18 -19 -20
uf20-0425 0 47 47 47 1 -2 3 -4 -5 6 -7 8 -9 10 11 12 13 14 15 16 17 -18 19 20
uf20-0426 0 0 94 94 1 -2 3 -4 -5 6 7 8 9 -10 11 12 -13 -14 15 16 17 18 19 20
uf20-0428 0 0 48 54 1 2 3 -4 -5 -6 -7 -8 9 10 11 -12 -13 -14 -15 16 -17 18 19 20
uf20-0430 0 0 0 47 -1 -2 -3 4 -5 -6 7 8 9 -10 -11 -12 13 -14 15 16 -17 18 -19 20
uf20-0444 0 0 0 60 -1 -2 -3 4 -5 6 -7 8 9 -10 -11 12 13 -14 -15 -16 17 18 19 20
uf20-0446 0 0 25 25 1 2 -3 4 5 6 -7 8 9 -10 -11 12 13 14 -15 16 -17 -18 -19 -20
uf20-0453 0 0 80 80 1 2 3 -4 5 6 -7 8 -9 10 -11 12 -13 -14 15 -16 17 -18 19 -20
uf20-0457 0 0 70 87 -1 2 -3 4 -5 6 7 -8 9 10 11 12 -13 14 15 -16 17 -18 -19 20
uf20-0464 0 0 33 38 1 2 -3 -4 -5 -6 -7 -8 9 -10 -11 -12 -13 14 -15 -16 -17 -18 19 20
uf20-0468 0 0 47 51 -1 -2 3 4 -5 6 7 -8 9 -10 11 12 13 -14 15 -16 -17 -18 19 20
uf20-047 0 0 86 86 1 -2 3 4 -5 6 7 8 9 -10 -11 12 -13 -14 15 -16 17 -18 19 -20
uf20-0472 0 0 55 65 1 2 3 -4 5 -6 7 8 9 10 11 -12 -13 -14 -15 16 17 18 -19 20
uf20-0473 0 0 55 55 1 2 -3 4 5 -6 -7 8 9 10 11 12 13 14 -15 -16 17 18 19 -20
uf20-0486 0 0 49 49 -1 -2 -3 -4 5 6 7 8 9 -10 11 12 -13 14 15 -16 -17 -18 -19 20
uf20-049 0 0 37 37 -1 2 -3 4 -5 6 7 8 -9 -10 11 12 -13 14 15 16 -17 -18 -19 -20
uf20-0491 0 0 0 43 1 -2 3 4 -5 6 7 8 9 -10 11 12 -13 -14 15 -16 -17 18 19 20
uf20-0495 0 0 31 31 1 -2 3 4 5 6 7 -8 -9 10 11 12 -13 -14 15 -16 17 18 19 20
uf20-0496 0 0 60 78 1 2 -3 4 5 -6 -7 8 -9 -10 11 12 13 14 15 -16 -17 -18 -19 -20
uf20-050 0 0 0 73 -1 2 3 4 -5 -6 -7 8 9 10 -11 -12 -13 -14 15 -16 17 -18 -19 20
uf20-0516 0 0 0 54 1 2 -3 4 5 -6 7 8 9 10 11 -12 -13 -14 15 16 17 18 19 20
uf20-0517 0 0 0 56 1 -2 -3 4 5 6 7 -8 -9 -10 11 12 13 14 -15 -16 -17 18 19 20
uf20-0519 0 0 0 71 -1 2 -3 4 -5 -6 7 -8 9 10 -11 -12 13 -14 15 -16 -17 18 19 -20
uf20-052 0 72 79 90 1 2 3 4 5 6 7 -8 -9 -10 -11 -12 13 -14 15 -16 17 -18 -19 20
uf20-0533 0 0 70 70 -1 2 -3 4 -5 6 -7 8 -9 10 11 -12 -13 14 15 16 -17 18 19 -20
uf20-0540 0 0 54 72 -1 2 3 -4 5 -6 7 8 9 10 11 12 -13 -14 15 -16 17 18 -19 -20
uf20-0544 0 0 38 46 -1 2 3 4 5 6 -7 8 9 10 11 12 -13 14 -15 -16 -17 18 19 20
uf20-0557 0 0 53 53 -1 -2 3 -4 5 6 -7 8 -9 -10 11 -12 -13 -14 15 -16 17 -18 -19 -20
uf20-0559 0 0 0 62 -1 2 -3 4 -5 6 7 8 9 10 11 -12 13 -14 15 -16 17 18 -19 -20
uf20-0587 0 0 42 47 1 -2 -3 -4 -5 -6 7 8 -9 10 -11 12 -13 -14 15 16 -17 -18 -19 20
uf20-059 0 0 45 70 1 -2 -3 -4 -5 -6 7 8 -9 10 11 -12 -13 -14 -15 16 17 -18 19 20
uf20-0590 0 0 37 37 -1 2 -3 -4 -5 6 -7 8 -9 -10 -11 -12 13 14 15 -16 17 -18 19 20
uf20-0591 0 0 0 54 -1 2 -3 -4 5 6 7 8 -9 10 11 -12 -13 14 15 -16 -17 -18 19 -20
uf20-0594 0 0 54 56 1 -2 -3 -4 -5 -6 7 8 -9 -10 -11 12 -13 14 15 -16 -17 18 -19 -20
uf20-0596 0 0 0 109 1 -2 -3 4 -5 6 -7 -8 9 10 -11 12 13 14 15 16 17 18 19 20
uf20-0597 0 0 0 64 -1 2 3 4 -5 6 7 8 9 -10 11 12 -13 -14 -15 -16 -17 18 -19 20
uf20-061 0 0 89 96 -1 2 3 -4 5 -6 -7 8 9 -10 11 -12 13 14 15 16 17 18 -19 20
uf20-0612 0 0 45 48 1 2 -3 4 -5 -6 -7 -8 9 10 -11 -12 13 14 15 -16 17 -18 -19 20
uf20-0614 0 0 0 96 1 2 3 -4 5 6 7 -8 9 10 -11 12 -13 -14 15 16 -17 -18 -19 20
uf20-0621 0 0 62 84 -1 2 -3 4 -5 6 7 8 9 -10 11 12 13 14 -15 -16 -17 18 -19 20
uf20-0622 0 0 32 63 1 2 -3 -4 -5 -6 7 8 9 -10 11 -12 13 -14 15 16 -17 -18 19 20
uf20-0623 0 0 43 56 1 2 3 4 -5 6 -7 8 -9 -10 -11 12 -13 -14 -15 16 17 -18 -19 20
uf20-0624 0 0 0 62 1 -2 3 4 5 6 7 8 -9 10 11 12 -13 14 -15 -16 17 -18 -19 -20
uf20-0625 0 0 91 91 -1 2 3 4 -5 -6 7 8 9 10 11 12 -13 -14 15 16 -17 18 19 20
uf20-0628 0 72 80 95 1 -2 3 4 5 6 -7 8 -9 10 11 12 13 14 15 16 17 18 -19 -20
uf20-064 0 84 89 89 1 2 3 -4 5 -6 -7 8 9 -10 11 12 -13 14 15 16 17 -18 19 20
uf20-0642 0 20 25 37 -1 -2 3 -4 -5 6 7 -8 -9 -10 -11 12 13 -14 15 16 17 -18 19 20
uf20-0648 0 0 36 54 1 2 -3 -4 5 -6 -7 8 9 -10 -11 12 13 -14 15 16 17 18 19 20
uf20-0653 0 0 24 24 1 2 3 -4 -5 6 7 -8 9 -10 11 12 13 14 -15 16 -17 18 19 20
uf20-0655 0 0 14 54 1 2 -3 -4 5 6 -7 8 -9 10 11 12 13 -14 -15 16 17 -18 -19 20
uf20-0656 0 0 0 73 1 2 -3 -4 5 -6 -7 -8 9 10 -11 -12 -13 14 -15 16 -17 18 19 -20
uf20-0665 0 32 42 49 -1 2 -3 -4 5 -6 -7 -8 9 -10 11 12 13 14 -15 16 17 18 -19 -20
uf20-0666 0 0 0 73 1 2 3 -4 5 -6 7 8 9 10 -11 -12 -13 14 -15 -16 -17 -18 -19 20
uf20-0684 0 0 43 53 -1 2 -3 -4 -5 -6 7 8 9 -10 -11 12 13 14 -15 16 -17 18 -19 -20
uf20-0685 0 0 0 81 -1 2 -3 4 5 6 -7 8 9 10 11 12 -13 14 15 -16 17 -18 19 20
uf20-0686 0 0 0 79 1 2 3 4 -5 -6 -7 8 9 -10 -11 -12 13 14 15 16 17 -18 19 -20
uf20-0687 0 0 28 28 1 -2 3 4 -5 6 7 8 -9 -10 11 12 -13 14 15 -16 -17 -18 19 -20
uf20-0688 0 0 45 45 1 2 -3 -4 5 6 7 8 -9 10 11 12 13 14 15 16 -17 18 -19 20
uf20-0689 0 66 67 67 -1 2 3 -4 5 6 -7 8 9 10 11 12 13 14 -15 -16 17 -18 19 -20
uf20-0697 0 46 47 58 1 -2 -3 -4 5 6 -7 8 -9 10 -11 -12 -13 14 -15 16 17 18 19 20
uf20-0701 0 0 45 74 1 2 3 4 -5 -6 7 8 9 -10 -11 12 13 -14 -15 -16 -17 -18 -19 -20
uf20-0703 0 0 31 42 -1 2 -3 4 5 6 7 8 -9 -10 -11 12 13 14 -15 16 17 18 -19 20
uf20-0708 0 0 0 73 1 -2 3 -4 5 -6 7 -8 9 10 11 12 -13 -14 -15 -16 17 18 -19 -20
uf20-071 0 0 34 39 1 -2 3 4 -5 6 -7 -8 9 -10 11 -12 -13 14 -15 -16 17 -18 -19 20
uf20-0712 0 0 86 86 -1 2 3 -4 -5 6 -7 -8 -9 10 -11 12 13 14 -15 -16 17 18 19 20
uf20-0713 0 0 39 54 1 -2 -3 4 5 6 -7 8 9 -10 11 12 -13 14 15 16 17 18 19 20
uf20-0716 0 0 0 59 -1 -2 -3 4 5 6 -7 8 -9 10 -11 -12 -13 14 -15 16 17 -18 19 20
uf20-0719 0 0 57 73 1 2 3 4 5 6 7 -8 9 -10 -11 12 -13 14 15 -16 17 18 19 20
uf20-0726 0 0 37 37 1 2 3 -4 -5 -6 7 8 9 -10 11 12 -13 -14 15 -16 17 18 -19 20
uf20-0727 0 0 0 69 1 2 3 4 -5 6 -7 8 9 -10 11 12 13 14 -15 -16 17 -18 -19 20
uf20-0729 0 0 0 54 -1 -2 3 -4 5 -6 -7 -8 9 -10 -11 12 13 14 -15 -16 17 18 -19 20
uf20-0730 0 0 51 51 1 2 3 -4 5 6 -7 8 -9 -10 11 -12 13 -14 15 16 -17 -18 19 20
uf20-0734 0 0 52 64 1 2 -3 4 5 -6 7 8 9 10 -11 12 -13 14 15 16 17 18 -19 20
uf20-0739 0 0 0 54 1 -2 3 4 5 6 7 8 9 10 11 -12 -13 -14 15 -16 17 -18 19 -20
uf20-0743 0 0 48 63 -1 2 -3 4 5 -6 7 8 -9 -10 -11 -12 -13 -14 15 16 17 18 -19 20
uf20-0745 0 0 44 44 -1 2 3 4 5 6 7 8 9 -10 11 -12 -13 14 -15 16 -17 -18 -19 20
uf20-0750 0 0 80 85 1 2 3 -4 5 6 -7 -8 9 -10 11 -12 13 14 -15 16 17 18 19 20
uf20-0759 0 0 71 78 1 2 3 -4 5 -6 7 8 -9 -10 11 12 -13 -14 15 16 17 18 -19 -20
uf20-0777 0 0 36 43 1 -2 3 4 5 -6 7 8 -9 -10 -11 -12 13 14 15 16 -17 -18 19 -20
uf20-0778 0 0 0 80 1 2 3 4 5 -6 -7 8 -9 10 11 12 -13 14 15 16 -17 18 -19 20
uf20-0780 0 0 31 69 1 2 -3 4 -5 -6 7 8 -9 -10 -11 -12 -13 -14 15 16 -17 18 -19 20
uf20-0782 0 0 0 45 1 -2 3 -4 5 -6 7 -8 9 10 -11 12 -13 -14 -15 16 -17 -18 -19 20
uf20-0783 0 0 0 56 1 2 3 -4 5 -6 7 8 9 10 -11 -12 -13 14 -15 -16 17 -18 19 20
uf20-0786 0 0 51 51 1 -2 3 4 5 6 7 8 9 10 11 12 13 14 -15 -16 -17 -18 19 -20
uf20-079 0 0 0 43 1 -2 3 4 5 6 -7 -8 -9 10 11 12 -13 14 15 -16 17 -18 -19 -20
uf20-080 0 0 53 53 -1 2 3 -4 5 6 7 8 -9 10 11 -12 13 14 15 16 17 -18 -19 20
uf20-0810 0 0 24 24 -1 2 3 4 -5 6 7 8 -9 10 -11 -12 13 14 15 -16 17 -18 19 -20
uf20-0811 0 0 34 41 -1 2 3 -4 5 6 7 -8 9 10 11 -12 -13 14 15 -16 17 18 -19 -20
uf20-0814 0 42 55 55 1 2 3 4 5 6 -7 8 -9 -10 11 -12 13 14 15 16 -17 18 19 20
uf20-0816 0 0 38 38 1 -2 3 -4 5 -6 7 -8 -9 -10 11 12 13 14 15 -16 17 18 19 20
uf20-0817 0 0 37 67 1 -2 -3 4 -5 -6 7 8 9 -10 11 12 13 -14 -15 16 17 18 -19 20
uf20-082 0 0 63 71 1 2 3 4 5 -6 -7 -8 9 10 -11 -12 13 14 -15 16 17 18 -19 20
uf20-0826 0 0 50 64 -1 -2 3 4 -5 6 7 -8 9 -10 11 12 13 -14 -15 16 17 -18 -19 20
uf20-0827 0 0 0 57 1 2 -3 -4 5 6 -7 -8 9 -10 -11 12 -13 14 -15 16 -17 18 -19 20
uf20-0830 0 0 73 92 1 -2 3 -4 5 6 -7 8 9 10 11 -12 -13 14 15 -16 17 -18 19 20
uf20-0833 0 71 73 86 1 2 3 -4 5 6 7 -8 9 -10 -11 -12 -13 14 15 16 -17 18 19 -20
uf20-0834 0 0 25 31 -1 -2 3 -4 -5 -6 7 -8 9 -10 -11 -12 -13 14 -15 16 -17 -18 19 -20
uf20-0839 0 0 0 83 -1 -2 -3 4 5 -6 7 -8 9 10 11 12 13 -14 15 16 -17 -18 -19 20
uf20-0845 0 0 35 47 1 -2 -3 -4 5 -6 -7 -8 9 10 11 -12 13 -14 15 16 -17 18 -19 20
uf20-0850 0 0 0 37 1 -2 3 -4 5 6 -7 -8 9 -10 -11 12 13 14 -15 -16 -17 -18 19 -20
uf20-0853 0 0 0 75 1 2 3 4 5 6 -7 -8 -9 10 -11 -12 13 14 -15 16 17 18 -19 20
uf20-0854 0 0 24 37 1 -2 3 -4 -5 6 7 8 9 10 -11 12 -13 14 -15 -16 17 -18 -19 -20
uf20-0855 0 0 0 57 1 2 -3 4 -5 6 7 -8 -9 10 11 -12 13 -14 -15 -16 17 -18 -19 -20
uf20-0857 0 0 38 42 -1 -2 3 -4 -5 -6 -7 -8 -9 10 11 -12 -13 -14 15 -16 17 18 -19 -20
uf20-086 0 0 47 66 -1 2 -3 -4 5 6 7 8 9 10 -11 -12 -13 14 15 -16 17 -18 -19 -20
uf20-0860 0 0 20 36 -1 -2 -3 4 5 6 -7 8 -9 -10 -11 12 13 -14 -15 16 17 18 19 20
uf20-0863 0 0 70 71 -1 2 3 -4 5 6 7 -8 9 10 11 -12 13 14 15 -16 17 -18 -19 20
uf20-0867 0 66 67 68 -1 2 -3 4 -5 -6 -7 8 9 10 -11 -12 -13 14 15 16 17 -18 19 -20
uf20-0869 0 0 0 30 -1 2 -3 4 -5 -6 -7 8 -9 10 11 12 -13 -14 -15 16 -17 -18 -19 -20
uf20-0871 0 0 28 46 1 -2 -3 -4 -5 6 7 -8 9 10 11 12 13 -14 15 -16 -17 18 19 20
uf20-0874 0 0 73 73 1 2 3 4 5 6 7 8 -9 10 11 -12 13 14 15 16 17 18 19 20
uf20-0877 0 0 64 64 -1 -2 -3 4 -5 6 7 8 -9 -10 11 -12 13 -14 15 -16 -17 18 19 20
uf20-0883 0 0 65 65 -1 -2 3 -4 5 6 7 8 9 -10 11 12 13 -14 -15 16 -17 -18 -19 -20
uf20-0885 0 32 39 39 1 2 3 -4 -5 6 7 8 -9 -10 11 12 13 -14 -15 -16 17 18 19 20
uf20-0886 0 0 0 99 -1 2 3 -4 5 -6 7 -8 -9 -10 -11 12 13 14 -15 16 -17 18 19 20
uf20-0890 0 0 0 62 1 -2 3 -4 -5 -6 7 8 -9 10 11 -12 -13 -14 -15 16 -17 -18 19 20
uf20-0896 0 0 0 47 -1 -2 -3 4 5 -6 -7 8 9 -10 -11 -12 -13 14 -15 -16 -17 -18 -19 -20
uf20-0898 0 0 46 74 -1 -2 -3 -4 5 -6 -7 -8 9 -10 11 12 13 -14 15 -16 17 18 19 -20
uf20-0900 0 0 0 35 1 -2 3 4 5 6 -7 8 9 10 -11 12 13 -14 -15 16 17 18 -19 20
uf20-0907 0 0 26 46 1 2 3 4 -5 -6 7 -8 -9 -10 11 -12 -13 -14 15 -16 17 18 -19 -20
uf20-0916 0 0 66 75 1 -2 -3 4 5 -6 -7 8 9 -10 11 12 13 -14 -15 -16 17 18 -19 20
uf20-0919 0 0 84 84 -1 -2 3 4 -5 6 -7 -8 -9 10 11 12 13 14 15 16 17 -18 -19 20
uf20-0924 0 0 75 84 -1 -2 3 4 5 6 7 8 -9 10 -11 12 -13 14 15 -16 17 -18 -19 -20
uf20-0930 0 0 41 41 1 2 3 -4 5 6 7 8 -9 -10 -11 -12 13 14 -15 -16 -17 -18 -19 -20
uf20-0945 0 0 45 66 -1 2 -3 4 5 6 -7 -8 9 -10 -11 -12 13 14 -15 -16 17 -18 -19 20
uf20-0946 0 0 70 70 -1 2 3 -4 5 -6 -7 8 -9 -10 11 12 13 14 -15 16 -17 18 19 -20
uf20-0952 0 0 0 29 1 -2 3 -4 5 -6 -7 8 9 10 11 -12 13 -14 15 -16 -17 18 -19 20
uf20-0953 0 0 44 54 1 -2 3 4 5 6 7 8 9 10 11 12 13 -14 -15 16 -17 -18 -19 -20
uf20-0956 0 0 62 70 -1 2 -3 4 5 6 7 -8 9 -10 11 -12 -13 14 -15 16 17 18 -19 20
uf20-0958 0 0 70 70 1 2 3 -4 5 6 -7 8 -9 10 -11 12 -13 -14 15 -16 -17 -18 19 20
uf20-0962 0 0 69 69 -1 2 -3 4 5 -6 7 8 9 10 -11 -12 13 14 15 16 17 18 19 -20
uf20-0963 0 0 0 66 1 -2 -3 4 -5 6 7 8 -9 -10 -11 -12 13 -14 15 16 17 18 19 20
uf20-0964 0 27 32 32 1 2 -3 4 5 6 -7 8 -9 -10 -11 12 13 14 15 16 17 -18 19 20
uf20-0977 0 0 0 61 1 2 3 4 5 -6 7 -8 9 -10 11 12 13 14 -15 -16 -17 -18 19 20
uf20-098 0 38 43 55 1 2 -3 -4 5 -6 7 -8 9 10 -11 -12 13 14 -15 -16 17 18 -19 20
uf20-0981 0 19 31 31 -1 2 3 4 5 -6 -7 8 -9 10 11 12 -13 14 15 16 17 18 -19 -20
uf20-0982 0 0 0 91 1 -2 3 4 5 -6 -7 8 -9 10 11 -12 -13 14 -15 16 -17 18 -19 20
uf20-0984 0 0 0 72 1 -2 -3 -4 5 -6 7 8 -9 -10 11 -12 13 -14 -15 -16 17 18 19 -20
uf20-0989 0 0 45 64 -1 -2 -3 -4 5 6 7 8 -9 10 -11 -12 -13 -14 -15 -16 17 -18 19 20
uf20-099 0 0 35 35 -1 -2 3 4 -5 -6 -7 8 9 10 11 -12 -13 14 15 16 17 -18 -19 -20
uf20-0998 0 0 48 48 -1 2 3 4 5 -6 7 8 -9 10 11 12 -13 -14 -15 -16 17 -18 19 -20
