wuf20-01 2.060790527
wuf20-010 1.7371659430000004
wuf20-0100 1.7499525919999996
wuf20-01000 1.7438139279999998
wuf20-0101 1.8061172819999989
wuf20-0102 1.8042618910000012
wuf20-0103 1.7802091729999994
wuf20-0104 1.8181692280000004
wuf20-0105 1.7802568099999991
wuf20-0106 1.756431231999997
wuf20-0107 1.7832244170000031
wuf20-0108 1.7536685480000003
wuf20-0109 1.7503710020000014
wuf20-011 1.7511890759999993
wuf20-0110 2.20144157
wuf20-0111 2.182673159
wuf20-0112 2.171169734000003
wuf20-0113 2.1802510569999995
wuf20-0114 2.1978492739999993
wuf20-0115 2.241707618999996
wuf20-0116 2.1716164970000023
wuf20-0117 2.2053457779999945
wuf20-0118 2.2573503559999963
wuf20-0119 2.2299505880000012
wuf20-012 2.231782586999998
wuf20-0120 2.213025397999999
wuf20-0121 2.1767305109999953
wuf20-0122 2.1578380400000015
wuf20-0123 2.169762967000004
wuf20-0124 2.2145044139999968
wuf20-0125 2.190610266
wuf20-0126 2.1838210890000056
wuf20-0127 2.2091792110000057
wuf20-0128 2.2030888919999967
wuf20-0129 2.201467641000008
wuf20-013 2.1863984399999907
wuf20-0130 2.187780047000004
wuf20-0131 2.174967713000001
wuf20-0132 2.1945215380000036
wuf20-0133 2.172916400999995
wuf20-0134 2.1913259380000056
wuf20-0135 2.2038064990000095
wuf20-0136 2.1762276810000003
wuf20-0137 2.2410149880000034
wuf20-0138 2.1474498510000046
wuf20-0139 2.156690171000008
wuf20-014 2.2190469819999947
wuf20-0140 2.179758417000002
wuf20-0141 2.2044648290000026
wuf20-0142 2.1945135659999977
wuf20-0143 2.184701547000003
wuf20-0144 2.2622902429999954
wuf20-0145 2.2067075519999975
wuf20-0146 2.2124510879999946
wuf20-0147 2.159315042000003
wuf20-0148 2.192907957999992
wuf20-0149 2.2431810530000007
wuf20-015 2.2222869829999894
wuf20-0150 2.168636816000003
wuf20-0151 2.234004451000004
wuf20-0152 2.176389295000007
wuf20-0153 2.1950052260000064
wuf20-0154 2.1979736689999925
wuf20-0155 2.141680598000022
wuf20-0156 2.163493767999995
wuf20-0157 2.173692894999988
wuf20-0158 2.194478895000003
wuf20-0159 2.2082379279999884
wuf20-016 2.160536332999982
wuf20-0160 2.178137493999998
wuf20-0161 2.2231003970000245
wuf20-0162 2.2169650300000114
wuf20-0163 2.2090035479999983
wuf20-0164 2.2255725859999984
wuf20-0165 2.180898084000006
wuf20-0166 2.200918631999997
wuf20-0167 2.197539685999999
wuf20-0168 2.198073705000013
wuf20-0169 2.168478405000002
wuf20-017 2.188745386000022
wuf20-0170 2.192763149000001
wuf20-0171 2.196089415999978
wuf20-0172 2.180078316999982
wuf20-0173 2.165021980000006
wuf20-0174 2.170223045
wuf20-0175 2.1536972469999967
wuf20-0176 2.221174105000017
wuf20-0177 2.2048868370000037
wuf20-0178 2.229051021999993
wuf20-0179 2.15014645399998
wuf20-018 2.2382557020000036
wuf20-0180 2.1816744120000067
wuf20-0181 2.1945639089999815
wuf20-0182 2.2022191890000045
wuf20-0183 2.169526951999984
wuf20-0184 2.167429905000006
wuf20-0185 2.1782202039999845
wuf20-0186 2.187078342999996
wuf20-0187 2.1988499219999937
wuf20-0188 2.2255503459999773
