uf20-01000 n logn infinity n 0.002938604000007672 0 -1 -2 3 -4 5 -6 7 -8 9 -10 -11 12 13 14 15 -16 -17 -18 19 -20
uf20-01000 nlogn logn infinity n 0.012865726999990557 57 -1 2 3 4 5 6 -7 8 9 10 -11 12 13 14 -15 -16 -17 -18 19 -20
uf20-01000 nn logn infinity n 0.05785508499999992 57 -1 2 3 4 5 6 -7 8 9 10 -11 12 13 14 -15 -16 -17 -18 19 -20
uf20-01000 nnn logn infinity n 1.1240575969999895 62 -1 2 3 4 5 6 7 8 9 10 -11 12 13 14 -15 -16 -17 18 19 -20
uf20-0102 n logn infinity n 0.0029206780000095023 0 1 2 -3 4 -5 -6 7 -8 9 10 -11 -12 -13 14 -15 -16 -17 18 -19 -20
uf20-0102 nlogn logn infinity n 0.01288002800001209 0 1 2 -3 4 -5 -6 7 -8 9 10 -11 -12 -13 14 -15 -16 -17 18 -19 -20
uf20-0102 nn logn infinity n 0.05609610199999793 66 -1 2 -3 4 -5 6 7 -8 9 10 -11 12 13 14 15 -16 17 -18 19 -20
uf20-0102 nnn logn infinity n 1.1147915569999896 67 1 2 -3 4 -5 6 7 8 9 10 -11 12 13 14 15 -16 -17 -18 19 -20
uf20-0107 n logn infinity n 0.0030865239999968708 0 -1 2 3 -4 -5 -6 -7 8 9 10 -11 -12 -13 -14 15 16 -17 -18 19 -20
uf20-0107 nlogn logn infinity n 0.0133243939999943 0 1 2 3 4 -5 6 7 8 9 10 -11 -12 13 -14 15 -16 17 18 19 -20
uf20-0107 nn logn infinity n 0.060202458999981445 63 -1 2 3 4 -5 6 7 -8 9 10 -11 12 13 -14 15 -16 17 18 19 -20
uf20-0107 nnn logn infinity n 1.187744699999996 80 -1 2 3 4 -5 -6 7 8 9 10 -11 12 13 -14 15 -16 17 18 19 20
uf20-0108 n logn infinity n 0.002976227000004883 0 1 2 -3 4 5 -6 -7 8 9 -10 -11 -12 13 -14 15 16 17 18 -19 20
uf20-0108 nlogn logn infinity n 0.01284923200000776 0 1 2 -3 4 5 -6 -7 8 9 -10 -11 -12 13 -14 15 16 17 18 -19 20
uf20-0108 nn logn infinity n 0.05738969999998744 63 1 2 -3 4 -5 -6 -7 8 9 10 11 -12 13 -14 15 -16 17 18 19 -20
uf20-0108 nnn logn infinity n 1.2001913260000094 75 1 -2 3 4 -5 -6 7 8 9 10 11 -12 13 -14 15 -16 -17 18 19 -20
uf20-0110 n logn infinity n 0.002914955000022701 0 1 2 3 -4 5 -6 7 -8 -9 -10 11 12 -13 -14 -15 16 -17 18 19 20
uf20-0110 nlogn logn infinity n 0.013628801000010071 0 1 -2 -3 4 5 6 7 -8 -9 -10 11 -12 13 -14 -15 -16 17 -18 -19 20
uf20-0110 nn logn infinity n 0.06651139900000658 44 1 -2 3 -4 5 6 -7 -8 9 -10 11 -12 13 14 15 -16 17 -18 -19 -20
uf20-0110 nnn logn infinity n 1.2165124280000157 69 1 -2 3 4 5 6 7 8 9 -10 11 -12 13 14 15 16 17 18 19 -20
uf20-0114 n logn infinity n 0.0030332409999971333 0 -1 -2 3 -4 5 6 7 -8 9 -10 -11 12 13 -14 -15 16 -17 18 19 -20
uf20-0114 nlogn logn infinity n 0.013000226000002613 67 -1 -2 3 4 5 6 7 -8 9 -10 -11 -12 -13 14 15 16 -17 18 19 20
uf20-0114 nn logn infinity n 0.058738427999998066 67 -1 -2 3 4 5 6 7 -8 9 -10 -11 -12 -13 14 15 16 -17 18 19 20
uf20-0114 nnn logn infinity n 1.1435235980000016 68 -1 2 3 4 5 6 -7 -8 9 -10 -11 -12 13 14 15 16 -17 18 19 20
uf20-0116 n logn infinity n 0.0029793230000052517 0 1 2 3 4 -5 6 7 8 9 -10 -11 -12 13 -14 15 -16 17 -18 19 20
uf20-0116 nlogn logn infinity n 0.012683988000020463 0 1 2 3 4 -5 6 7 8 9 -10 -11 -12 13 14 -15 -16 17 -18 19 20
uf20-0116 nn logn infinity n 0.05647768000000042 71 1 2 3 4 -5 6 7 8 -9 -10 -11 -12 13 14 -15 -16 17 -18 19 20
uf20-0116 nnn logn infinity n 1.1934387980000167 71 1 2 3 4 -5 6 7 8 -9 -10 -11 -12 13 14 -15 -16 17 -18 19 20
uf20-0120 n logn infinity n 0.0030690079999828868 0 1 -2 -3 4 -5 6 7 8 9 -10 -11 -12 13 14 -15 -16 -17 18 -19 20
uf20-0120 nlogn logn infinity n 0.012932508999995207 79 1 2 -3 4 -5 6 7 8 -9 10 11 -12 -13 -14 -15 16 17 18 -19 -20
